pobreza_ing,anios_educ,edad,es_mujer,es_rural,es_informal,horas_trabajo,fexp
1,0,45,1,0,1,40.0,242.9
1,7,54,1,1,1,42.0,129.46
0,4,58,0,0,1,23.0,106.25
1,6,53,1,0,1,16.0,99.3
0,12,44,1,0,1,28.0,395.2
0,5,34,1,0,0,55.0,62.62
0,10,26,0,1,0,42.0,440.81
1,4,50,0,1,1,45.0,129.41
0,8,37,1,0,1,47.0,94.13
0,13,30,1,0,0,31.0,280.79
0,3,45,1,1,1,55.0,81.99
0,0,46,0,0,1,30.0,290.98
0,6,30,0,0,0,55.0,390.25
0,2,63,0,1,1,43.0,69.16
0,8,52,0,0,1,17.0,369.95
0,11,23,1,1,1,29.0,207.79
1,6,35,0,0,1,17.0,113.8
1,4,22,0,1,1,52.0,120.44
1,6,64,1,0,1,38.0,417.51
1,8,42,1,0,1,11.0,94.24
0,0,19,0,0,0,43.0,396.71
0,7,27,0,0,1,32.0,267.7
0,7,47,1,0,1,20.0,65.62
0,7,62,0,0,0,58.0,235.79
1,4,22,0,0,0,39.0,376.98
1,8,50,1,1,1,34.0,340.48
0,2,18,1,0,1,33.0,245.51
1,4,35,1,0,1,20.0,394.02
0,10,49,0,0,0,22.0,98.15
0,8,64,1,0,1,53.0,413.98
1,0,28,1,0,1,32.0,388.58
0,4,38,1,0,1,38.0,333.31
1,4,43,0,1,1,13.0,377.16
0,4,42,1,0,1,22.0,267.53
0,4,39,1,0,1,45.0,320.06
0,2,44,1,1,0,43.0,274.24
0,6,30,0,1,0,59.0,192.17
0,8,50,0,0,1,54.0,277.54
0,7,51,1,1,1,35.0,152.99
1,8,58,0,0,1,44.0,226.11
1,2,52,0,1,1,34.0,162.31
0,12,18,0,0,0,63.0,99.16
0,10,38,0,1,0,52.0,178.74
0,9,23,1,1,1,40.0,390.79
0,9,45,1,0,1,40.0,202.43
0,11,34,0,0,1,55.0,349.2
0,6,22,0,0,0,45.0,120.08
0,4,48,0,0,0,57.0,219.77
0,7,22,1,0,0,12.0,95.94
0,8,55,0,0,0,44.0,105.45
0,8,20,0,1,1,32.0,296.97
0,6,40,1,0,0,59.0,292.99
1,2,54,1,0,0,57.0,135.35
1,5,54,0,0,1,38.0,239.77
0,11,27,0,0,1,56.0,395.32
0,7,27,1,1,0,59.0,119.68
0,6,36,0,0,0,39.0,57.68
1,4,34,1,0,0,68.0,310.8
0,5,38,1,1,0,38.0,71.4
0,10,31,0,1,0,35.0,441.98
0,8,26,0,0,0,48.0,293.85
1,9,63,0,1,1,34.0,238.16
0,6,18,0,0,0,39.0,222.0
0,7,62,1,1,1,55.0,279.23
0,4,30,0,0,1,38.0,86.25
1,8,21,1,0,1,18.0,422.01
1,6,18,1,0,0,42.0,300.26
0,6,57,1,1,0,30.0,123.59
0,7,49,1,0,0,48.0,275.03
0,11,51,1,0,1,46.0,103.3
1,2,45,1,0,1,56.0,57.02
1,9,48,1,1,1,49.0,302.21
0,5,25,1,1,1,51.0,309.39
0,6,56,0,0,0,30.0,283.48
0,1,43,1,0,1,48.0,123.39
0,5,51,1,0,0,62.0,291.37
1,6,20,0,0,0,30.0,72.6
0,2,29,0,1,1,60.0,293.7
0,6,18,0,0,0,31.0,271.61
0,11,61,1,0,1,28.0,312.1
0,3,22,0,0,1,42.0,408.19
0,9,47,1,0,0,47.0,390.14
0,6,47,1,0,0,49.0,442.26
0,8,34,1,0,1,26.0,440.5
1,4,64,0,0,1,43.0,358.93
0,3,40,1,0,1,30.0,432.57
0,3,32,1,0,1,20.0,396.91
0,2,54,1,0,0,27.0,341.03
0,4,38,0,0,0,29.0,80.15
0,8,31,0,1,1,44.0,69.62
1,10,19,1,0,0,52.0,385.04
0,9,28,0,0,1,20.0,245.86
0,8,56,0,1,1,42.0,375.84
1,3,55,0,1,0,24.0,175.17
0,5,51,1,0,0,46.0,209.06
0,5,55,0,0,0,31.0,330.07
0,4,51,1,0,1,25.0,416.13
0,6,35,0,1,0,48.0,85.1
0,6,47,1,0,1,31.0,394.59
0,5,32,1,1,0,34.0,367.21
1,5,44,1,1,0,11.0,176.22
0,9,51,0,0,1,49.0,192.09
0,9,55,1,0,0,48.0,68.58
0,5,50,0,0,1,38.0,56.3
0,11,41,1,0,1,20.0,240.8
0,12,32,0,0,0,53.0,88.22
1,5,47,0,1,1,30.0,127.6
1,5,59,0,0,0,33.0,388.71
1,6,34,0,1,1,66.0,278.41
0,11,22,0,1,0,30.0,303.45
1,10,46,1,1,1,47.0,124.99
1,3,21,0,0,1,45.0,381.46
0,5,27,1,0,1,43.0,397.19
0,7,34,0,0,0,41.0,259.33
0,6,27,0,0,0,43.0,415.02
0,4,34,1,0,0,41.0,387.93
1,10,37,1,0,1,37.0,342.53
0,8,41,1,0,1,56.0,343.63
0,10,22,0,0,1,22.0,92.16
0,10,51,0,1,0,50.0,158.33
0,8,23,0,0,1,48.0,76.74
0,6,19,0,0,0,46.0,53.47
1,7,30,0,0,0,51.0,113.32
0,3,60,1,1,1,37.0,402.19
1,8,60,1,0,1,16.0,145.95
0,3,28,0,0,0,37.0,438.06
0,8,64,0,0,1,26.0,288.92
0,4,40,0,1,1,29.0,144.9
0,3,33,1,1,1,23.0,248.85
0,3,48,1,0,0,32.0,137.64
0,0,28,1,0,0,31.0,443.59
0,8,33,1,0,1,9.0,388.91
1,8,25,1,0,1,46.0,60.5
0,6,21,0,1,1,65.0,429.11
0,3,57,1,1,0,45.0,338.43
1,2,21,0,1,1,36.0,82.95
0,0,42,1,0,1,37.0,318.26
1,3,20,0,0,0,33.0,308.77
1,10,49,1,0,0,39.0,137.52
0,4,20,1,1,0,38.0,353.38
1,5,44,1,1,0,28.0,84.83
0,3,46,0,0,1,58.0,245.78
0,4,49,0,0,1,20.0,53.97
1,6,36,1,0,1,47.0,437.49
0,7,38,1,0,1,37.0,350.63
0,4,22,0,1,0,61.0,113.54
0,2,35,1,0,0,42.0,186.67
0,5,45,1,1,0,34.0,114.22
0,4,59,0,0,1,35.0,356.65
0,4,39,0,1,0,38.0,73.56
0,12,38,1,0,0,24.0,386.16
0,7,23,1,1,1,29.0,426.88
0,7,18,0,0,0,17.0,320.65
1,6,22,1,0,1,27.0,135.19
0,6,58,1,0,1,39.0,194.04
0,6,29,0,0,0,42.0,240.9
0,8,43,0,0,0,14.0,291.85
0,8,63,1,0,1,36.0,317.47
0,3,51,0,1,1,45.0,271.69
0,6,31,0,0,0,36.0,190.53
1,6,43,1,1,0,30.0,406.37
1,10,62,0,1,0,33.0,82.56
1,7,44,1,0,1,32.0,236.5
1,6,26,1,1,1,30.0,360.23
1,3,43,0,0,1,40.0,74.35
0,7,64,1,0,1,66.0,332.13
0,3,39,1,0,1,29.0,377.88
1,5,64,1,1,1,34.0,314.33
0,3,47,1,0,0,37.0,55.17
0,8,60,0,0,1,30.0,122.05
0,4,34,0,0,0,51.0,186.85
0,5,43,0,1,1,10.0,143.48
0,10,53,1,0,1,32.0,435.06
1,4,18,1,1,1,48.0,310.64
0,6,25,1,1,1,34.0,168.79
1,6,52,1,1,1,28.0,421.88
1,0,32,1,1,0,43.0,346.24
0,9,64,0,1,0,49.0,163.84
0,2,39,0,0,1,41.0,201.55
0,6,31,0,0,1,28.0,129.77
0,7,43,1,0,0,43.0,438.43
0,7,45,0,0,0,33.0,256.92
0,8,40,1,0,1,47.0,408.42
0,4,31,1,0,0,56.0,188.6
1,0,41,0,0,0,7.0,394.34
0,8,19,0,1,0,39.0,71.55
0,6,62,1,0,0,17.0,442.84
0,10,43,1,1,0,67.0,414.81
0,9,31,1,0,0,32.0,195.28
0,10,24,0,0,1,47.0,359.89
0,6,20,1,1,0,38.0,350.9
0,5,64,0,0,0,28.0,410.5
0,9,40,1,0,0,27.0,172.9
0,6,63,1,0,0,57.0,236.21
0,4,60,1,0,1,49.0,396.0
0,10,64,1,1,1,61.0,361.43
0,10,62,1,1,1,39.0,207.39
0,6,35,0,0,1,41.0,388.29
0,2,55,0,0,1,35.0,68.78
0,5,52,0,0,0,35.0,362.82
0,9,32,0,0,1,25.0,132.71
0,11,42,0,0,0,39.0,164.45
0,4,54,0,0,0,29.0,247.29
0,2,45,0,0,1,43.0,229.89
0,10,27,1,0,1,40.0,258.23
1,5,56,1,0,0,41.0,267.91
1,6,34,1,1,0,58.0,182.61
0,12,56,1,0,0,38.0,120.09
1,2,39,1,1,0,47.0,357.39
0,7,43,0,1,0,63.0,209.99
1,2,61,1,0,0,54.0,252.34
0,5,42,1,0,0,52.0,307.88
0,9,34,0,1,0,34.0,413.86
1,6,30,1,1,0,41.0,333.02
0,17,37,1,1,1,22.0,68.18
0,7,42,1,0,0,44.0,385.42
1,5,21,1,1,1,41.0,445.74
0,4,27,1,0,0,38.0,238.99
0,5,20,0,1,1,50.0,437.84
1,5,58,0,1,1,24.0,268.93
0,2,62,1,0,1,58.0,233.85
1,5,35,1,1,1,49.0,182.56
0,6,64,1,0,1,37.0,313.02
0,8,53,0,1,0,36.0,141.93
0,8,64,1,0,1,44.0,91.97
0,8,39,1,1,1,56.0,60.89
1,0,51,0,0,1,39.0,166.95
0,4,64,1,1,0,40.0,208.31
0,8,25,1,0,1,38.0,270.83
0,6,57,1,0,1,59.0,167.1
0,0,61,0,0,1,34.0,443.62
0,9,36,0,1,0,38.0,166.7
0,9,59,0,0,1,56.0,226.39
0,6,58,1,0,1,40.0,91.31
0,2,54,0,0,1,52.0,154.25
1,9,23,0,1,0,27.0,69.33
1,7,43,0,0,1,36.0,273.8
0,9,51,1,0,0,56.0,350.43
0,9,62,0,0,1,30.0,128.28
0,9,23,1,0,1,36.0,197.16
1,6,54,1,0,1,41.0,56.65
1,3,50,0,0,1,26.0,385.81
1,8,39,1,1,1,33.0,361.99
0,7,38,0,1,1,39.0,75.3
0,8,23,1,0,1,39.0,195.95
0,3,23,0,0,0,53.0,432.11
0,4,21,0,1,0,56.0,206.81
0,10,47,0,0,1,28.0,260.48
0,8,28,1,1,0,39.0,192.1
0,11,47,1,0,0,46.0,288.45
0,9,48,0,0,0,56.0,441.26
0,7,41,1,0,1,47.0,449.0
0,8,26,0,1,0,41.0,359.89
0,10,20,0,0,1,46.0,211.72
0,7,48,1,0,1,46.0,247.77
0,7,57,1,0,1,27.0,192.69
1,3,54,1,1,1,40.0,444.23
0,6,53,0,1,1,56.0,333.1
0,8,41,1,0,1,36.0,229.57
0,4,48,1,0,0,40.0,54.85
0,4,23,1,1,1,35.0,258.19
0,5,19,0,0,0,10.0,443.57
1,4,37,1,0,1,38.0,259.22
0,4,45,1,0,1,42.0,122.97
0,6,28,0,1,0,32.0,58.84
0,11,21,0,0,0,24.0,191.88
1,6,32,0,1,1,27.0,417.29
0,4,23,1,0,1,47.0,448.62
0,2,47,1,0,0,62.0,428.15
0,8,55,0,1,1,55.0,341.77
0,5,19,1,0,0,22.0,273.26
0,9,32,0,0,0,48.0,286.27
1,8,28,0,0,1,30.0,265.6
0,9,25,1,1,1,31.0,332.82
1,4,43,0,1,1,32.0,217.55
0,8,62,0,1,1,46.0,317.68
0,4,61,1,1,0,50.0,98.64
0,11,22,0,0,0,37.0,156.28
0,7,23,1,0,0,37.0,384.4
0,5,43,1,1,0,44.0,411.5
0,4,21,1,0,1,45.0,265.6
0,4,36,0,0,0,52.0,62.65
0,8,37,0,0,1,23.0,420.79
0,4,50,1,0,0,38.0,330.83
0,7,37,1,1,1,25.0,215.61
0,4,29,0,0,0,37.0,289.35
0,8,64,1,0,0,35.0,221.91
1,9,18,0,1,1,37.0,236.14
0,9,43,1,0,1,28.0,404.72
1,9,31,1,0,1,20.0,114.43
0,4,55,1,0,1,13.0,91.47
0,2,54,0,1,0,36.0,51.09
1,8,28,1,1,0,33.0,175.6
0,5,53,0,1,1,30.0,108.97
1,6,30,1,1,1,54.0,137.99
1,1,60,1,0,0,28.0,54.5
1,4,20,1,1,1,55.0,140.88
1,1,50,0,1,1,57.0,183.08
1,10,23,0,0,0,15.0,62.63
0,4,27,1,0,0,39.0,293.16
1,7,22,1,1,1,33.0,277.52
1,1,40,1,1,1,5.0,88.81
0,8,27,1,1,0,21.0,288.0
0,5,61,1,1,0,47.0,449.46
0,10,19,0,0,0,62.0,427.79
0,10,30,0,1,1,49.0,51.07
0,5,57,1,0,0,42.0,368.15
0,11,19,1,0,0,38.0,191.44
0,17,37,0,1,0,58.0,75.46
0,9,18,0,0,0,64.0,168.39
0,10,54,1,1,1,31.0,178.69
0,4,26,1,0,0,14.0,259.3
0,7,34,1,0,1,13.0,314.43
0,2,26,1,0,1,54.0,349.62
0,2,28,1,0,0,37.0,148.36
0,18,32,1,0,0,40.0,178.71
0,5,41,0,0,0,17.0,173.35
0,8,55,1,1,1,29.0,195.09
1,9,52,1,0,1,34.0,449.86
0,10,47,1,0,0,40.0,361.18
0,17,48,0,0,1,33.0,440.0
1,4,22,0,0,0,26.0,327.24
1,1,61,1,0,1,29.0,212.51
0,6,31,1,1,0,52.0,205.9
0,3,28,0,1,1,41.0,245.43
0,1,26,1,0,0,45.0,216.75
0,5,51,1,0,0,27.0,381.33
1,9,29,1,1,1,5.0,236.0
1,7,52,1,1,0,32.0,168.25
0,5,52,1,1,0,28.0,359.94
0,8,18,0,0,0,42.0,391.77
0,4,57,0,0,0,77.0,218.17
0,0,39,1,0,1,46.0,317.12
0,9,46,0,0,1,71.0,73.52
0,7,25,1,0,1,45.0,261.79
0,9,28,1,0,1,30.0,67.99
1,1,58,0,0,1,42.0,61.68
0,10,54,0,1,0,59.0,295.17
1,7,31,1,1,1,60.0,171.33
0,7,47,1,0,1,31.0,347.01
0,7,52,0,1,1,41.0,408.43
0,10,38,0,0,0,21.0,105.76
0,7,54,0,1,0,48.0,339.81
0,7,22,1,0,1,57.0,255.81
0,16,36,1,0,0,38.0,94.85
0,9,31,1,1,1,30.0,310.64
0,6,43,1,0,0,42.0,293.79
0,8,21,0,1,0,43.0,256.26
1,5,42,1,0,1,39.0,420.59
0,4,62,1,0,0,40.0,258.43
0,7,59,0,0,0,36.0,446.21
1,11,42,1,0,1,50.0,253.69
0,11,35,1,0,0,47.0,96.34
1,5,57,0,1,1,26.0,238.19
0,6,25,0,1,1,26.0,122.93
1,4,56,0,1,1,35.0,288.85
0,17,57,1,1,1,47.0,327.25
0,14,31,0,0,1,40.0,237.37
0,7,49,0,1,0,30.0,89.08
0,9,55,1,0,1,41.0,237.46
1,8,50,1,1,1,34.0,82.58
0,7,40,0,0,0,49.0,322.85
1,2,32,1,1,0,42.0,366.15
0,6,50,0,1,0,34.0,434.95
0,8,42,1,1,0,41.0,109.52
0,8,34,1,1,0,54.0,262.97
1,5,50,1,1,0,31.0,277.01
0,11,64,0,1,0,43.0,418.99
0,3,19,1,0,0,37.0,300.91
0,6,31,0,0,1,43.0,108.2
0,8,57,0,0,1,30.0,224.54
0,8,57,0,0,0,39.0,311.91
0,7,56,0,0,1,51.0,330.11
1,4,23,0,0,1,27.0,395.23
1,3,23,1,0,0,22.0,122.2
0,7,20,0,1,0,23.0,430.62
1,7,24,0,1,1,24.0,73.66
0,3,25,1,0,0,45.0,443.5
1,8,59,1,0,0,21.0,393.11
0,6,32,0,0,0,34.0,314.11
0,8,64,1,0,0,45.0,344.0
0,10,46,0,1,0,43.0,79.08
0,3,50,1,0,0,33.0,66.59
1,0,47,1,0,1,40.0,90.71
0,9,56,0,1,0,39.0,84.94
0,7,44,1,1,0,35.0,268.95
0,8,53,1,0,0,35.0,136.18
0,10,46,0,1,0,65.0,394.08
0,9,55,1,0,1,48.0,228.3
0,12,50,0,0,0,68.0,328.2
0,6,54,0,0,1,32.0,311.15
0,6,44,0,0,1,37.0,177.94
1,6,50,1,0,1,22.0,147.27
1,3,21,1,0,1,28.0,186.98
0,7,39,0,1,0,61.0,368.66
1,4,19,0,1,1,32.0,284.51
0,11,27,0,0,1,61.0,151.42
0,7,22,0,0,0,23.0,377.14
1,7,27,1,1,1,25.0,71.9
0,5,50,1,0,1,34.0,329.67
1,2,55,1,1,1,37.0,225.64
0,1,30,1,0,1,49.0,342.52
1,6,48,1,0,1,43.0,420.98
0,2,64,0,0,1,33.0,350.01
0,7,53,1,0,0,36.0,226.79
1,10,62,1,0,1,34.0,110.39
1,10,41,1,0,1,27.0,372.54
1,8,32,0,0,0,27.0,234.28
0,4,46,0,0,1,50.0,80.12
1,10,25,0,0,0,16.0,337.62
0,10,22,0,0,1,57.0,166.74
0,4,46,1,0,1,34.0,69.56
0,8,64,0,0,0,29.0,411.1
0,5,21,1,0,1,47.0,243.24
0,9,29,1,0,1,56.0,162.38
0,17,62,0,1,0,51.0,336.55
0,1,19,0,0,1,44.0,404.36
0,10,44,1,1,0,51.0,50.12
0,7,48,1,0,0,17.0,325.14
0,13,53,0,0,1,32.0,356.8
0,6,53,1,0,0,27.0,133.97
0,10,43,1,1,1,53.0,245.85
0,2,60,1,0,0,33.0,85.71
0,5,44,1,0,0,48.0,348.7
0,2,22,0,0,0,44.0,388.98
0,13,37,1,0,1,28.0,93.27
0,9,28,1,0,0,31.0,376.58
0,10,27,1,1,1,54.0,358.63
0,11,57,0,0,1,29.0,188.77
1,2,55,1,0,0,39.0,326.12
0,5,23,1,0,1,29.0,50.02
0,2,25,1,1,0,34.0,422.72
1,4,40,0,1,1,37.0,270.15
0,4,64,0,0,0,29.0,298.14
1,6,43,0,1,1,26.0,315.86
1,4,63,0,1,1,41.0,274.55
0,3,60,0,0,1,28.0,392.71
0,3,29,0,0,0,28.0,293.88
1,3,43,1,1,1,27.0,413.1
0,13,30,1,0,0,37.0,282.93
0,9,57,0,0,1,49.0,118.45
0,12,35,1,1,1,56.0,415.43
1,6,42,1,0,1,29.0,322.65
0,4,50,0,1,1,64.0,329.7
0,9,64,1,1,0,26.0,444.19
0,5,57,0,1,0,51.0,80.08
0,5,60,0,0,1,29.0,221.44
0,4,29,1,0,0,28.0,145.64
0,3,61,0,0,0,29.0,302.17
1,4,53,1,0,1,37.0,372.72
1,5,21,1,0,1,45.0,436.52
0,8,22,0,0,0,46.0,231.84
0,2,54,0,0,1,27.0,364.49
1,4,25,0,0,1,26.0,416.82
0,9,59,1,0,1,27.0,323.33
0,3,45,0,1,0,37.0,147.09
1,5,48,1,1,1,35.0,293.14
1,10,26,0,1,1,27.0,437.98
0,3,46,1,0,1,41.0,445.02
0,2,31,0,1,1,65.0,306.94
1,6,57,1,1,1,32.0,404.8
0,5,58,1,0,0,33.0,130.14
1,7,39,1,0,1,45.0,148.43
0,9,28,0,0,0,31.0,431.16
0,3,40,0,0,1,46.0,104.09
0,7,18,0,0,0,29.0,126.44
0,6,63,1,0,0,60.0,218.22
0,3,54,1,1,1,42.0,285.83
0,7,38,1,0,0,31.0,291.53
0,4,43,0,0,1,31.0,166.79
1,6,63,1,1,0,32.0,418.25
0,2,53,0,0,1,54.0,416.04
0,6,40,0,1,0,23.0,206.83
0,5,18,0,0,0,30.0,223.72
0,9,57,0,1,0,31.0,331.0
0,2,32,0,0,1,38.0,315.2
0,6,38,0,0,1,35.0,202.92
1,6,64,1,0,0,20.0,215.7
0,8,26,0,1,0,33.0,189.22
0,7,26,1,1,0,37.0,144.15
0,8,27,1,0,1,30.0,233.26
0,9,43,1,1,0,46.0,324.57
0,10,58,1,0,1,49.0,346.79
0,5,52,1,0,0,37.0,361.55
1,6,42,1,1,1,41.0,199.89
0,10,43,0,0,1,12.0,355.85
0,15,28,1,0,0,33.0,52.61
1,10,55,1,1,1,50.0,240.82
0,5,19,1,1,0,33.0,367.56
0,4,24,0,1,0,29.0,302.02
0,6,35,0,1,1,65.0,239.63
0,8,44,0,0,1,60.0,307.86
0,6,51,0,1,0,44.0,412.78
0,6,44,1,0,1,52.0,276.55
1,10,34,0,1,0,11.0,369.91
0,5,60,1,0,0,29.0,442.3
0,10,61,1,0,1,32.0,332.23
0,6,41,0,0,1,35.0,279.33
1,5,42,1,0,1,32.0,64.99
0,6,24,0,0,0,7.0,199.79
0,9,23,0,1,1,43.0,276.18
0,3,41,1,1,1,45.0,368.88
0,4,50,1,0,0,57.0,225.24
0,12,46,1,1,0,29.0,434.02
1,3,60,0,0,1,28.0,158.72
0,7,39,0,0,1,6.0,347.83
0,7,43,1,0,0,34.0,217.61
0,6,45,1,1,0,49.0,244.4
0,7,38,0,1,0,31.0,371.0
0,4,24,0,0,0,64.0,168.49
0,7,34,1,0,0,35.0,88.72
0,5,37,1,0,0,40.0,258.1
0,8,58,0,0,0,22.0,261.52
0,3,37,1,0,0,41.0,368.87
0,7,39,1,0,0,14.0,437.33
0,4,45,0,1,1,46.0,72.12
0,4,57,0,1,1,47.0,286.68
0,4,24,1,0,0,54.0,322.51
1,4,18,1,0,1,26.0,444.32
0,9,49,1,1,0,40.0,427.04
0,5,30,1,1,1,45.0,334.98
0,11,47,0,1,0,43.0,258.72
0,12,40,1,1,1,28.0,114.61
0,7,36,0,0,0,9.0,203.67
0,3,49,0,1,0,42.0,284.05
0,5,47,1,0,1,36.0,340.08
0,9,46,1,0,0,31.0,304.16
0,5,62,0,0,1,47.0,335.65
0,2,46,0,0,1,37.0,221.66
0,7,47,0,1,1,22.0,341.05
0,10,33,1,1,1,15.0,107.5
0,9,57,0,0,0,24.0,115.03
1,3,36,0,0,1,67.0,115.13
0,8,35,0,0,0,47.0,406.35
0,4,18,1,0,1,40.0,80.41
0,4,31,0,0,0,36.0,370.6
0,10,64,0,1,1,35.0,143.43
1,4,19,1,1,0,52.0,237.37
1,4,45,1,1,0,32.0,416.38
0,0,47,1,1,0,45.0,284.37
0,10,55,1,0,1,34.0,134.05
0,9,21,1,0,0,61.0,163.64
0,7,18,0,0,1,47.0,418.18
0,9,25,1,0,1,53.0,220.86
0,3,46,1,1,1,31.0,284.79
0,6,56,0,0,1,51.0,233.97
0,5,20,1,0,1,34.0,201.38
0,2,49,1,0,0,39.0,139.31
0,6,27,0,1,1,58.0,324.48
0,11,27,0,0,1,25.0,337.3
1,1,36,0,1,1,40.0,159.95
0,5,63,0,1,0,43.0,365.6
0,4,51,1,0,0,44.0,391.81
0,4,50,0,0,1,33.0,418.27
0,11,40,1,1,0,63.0,114.48
0,6,45,0,0,0,22.0,171.57
0,6,49,1,1,1,56.0,394.14
0,9,24,0,0,1,53.0,129.42
0,3,46,0,0,0,61.0,51.39
0,6,25,0,1,0,19.0,398.33
1,6,18,1,1,1,28.0,180.58
0,7,20,1,1,1,56.0,215.8
0,18,41,0,1,1,15.0,228.53
0,9,40,0,1,0,19.0,389.31
1,5,25,1,1,0,32.0,185.16
0,9,64,0,1,1,40.0,406.91
0,3,54,0,0,1,57.0,296.78
0,1,20,1,0,0,36.0,260.91
0,4,50,0,1,0,31.0,180.25
0,5,45,0,0,0,42.0,147.48
0,6,64,1,0,0,44.0,299.62
0,7,25,1,0,0,43.0,228.76
0,11,51,0,0,1,36.0,414.21
0,6,52,0,0,1,15.0,246.66
0,6,49,1,0,1,27.0,254.72
1,2,41,0,1,0,55.0,216.69
1,1,31,0,0,1,40.0,365.71
0,7,49,0,0,1,34.0,219.94
0,6,63,1,0,1,51.0,157.74
1,10,60,0,0,1,24.0,394.81
0,3,33,1,0,0,35.0,288.73
1,1,21,1,1,1,40.0,286.6
1,6,54,1,0,1,33.0,294.33
0,4,38,1,1,0,39.0,337.54
0,1,31,0,0,1,36.0,175.23
0,8,48,1,0,0,21.0,63.54
0,3,35,0,0,0,40.0,374.24
0,7,24,1,0,0,22.0,101.56
0,5,27,1,1,0,40.0,338.73
1,3,24,0,1,1,54.0,82.93
0,5,50,0,0,0,35.0,200.12
1,9,40,1,0,1,24.0,75.21
0,5,38,1,0,1,36.0,258.89
1,9,36,1,0,1,28.0,311.25
0,3,36,1,1,1,45.0,118.57
0,9,53,0,0,0,36.0,198.65
0,4,46,0,1,1,59.0,422.1
0,8,35,1,0,0,52.0,226.96
0,7,19,0,0,1,36.0,371.02
0,11,18,0,0,1,47.0,420.87
0,5,64,1,0,0,33.0,439.74
1,2,22,1,1,1,38.0,409.33
0,0,37,0,0,0,34.0,176.96
0,9,28,0,1,1,47.0,435.03
0,6,59,1,0,1,55.0,374.96
1,9,19,1,1,1,48.0,384.87
0,4,20,1,0,0,49.0,56.07
0,5,40,0,1,1,49.0,431.7
1,1,29,0,1,1,45.0,361.24
0,12,37,1,1,1,24.0,357.19
0,8,22,0,0,0,58.0,82.61
0,11,54,0,1,0,60.0,143.03
0,4,55,0,0,0,35.0,434.9
1,7,47,1,0,1,34.0,250.27
0,8,26,1,0,0,45.0,209.14
0,5,51,0,0,0,45.0,385.98
0,10,61,1,1,0,36.0,84.94
0,11,52,0,0,0,23.0,216.78
0,10,39,1,0,0,42.0,200.28
0,8,61,1,0,1,45.0,189.94
1,4,41,1,0,0,47.0,173.08
1,5,34,1,1,0,42.0,134.03
1,12,27,0,0,1,35.0,119.16
0,0,47,1,0,1,50.0,306.16
0,8,63,1,0,0,39.0,417.76
0,8,40,1,1,1,32.0,253.54
0,7,49,1,1,0,36.0,169.19
0,16,34,1,1,1,17.0,113.66
0,5,34,0,0,1,36.0,382.06
0,5,31,0,0,1,46.0,438.6
1,2,26,0,0,1,42.0,189.66
1,6,57,0,0,1,56.0,166.38
0,4,19,0,0,1,35.0,290.6
0,5,62,0,1,0,44.0,360.13
0,10,42,1,0,0,48.0,232.16
0,11,56,1,0,1,66.0,302.03
0,4,26,1,1,1,40.0,336.62
0,5,39,0,1,0,25.0,434.24
0,11,60,0,0,0,48.0,116.01
0,2,63,0,0,1,60.0,448.95
0,2,21,1,0,1,34.0,206.86
1,3,43,0,0,1,48.0,339.28
0,7,46,1,0,1,53.0,278.97
0,3,62,1,0,1,50.0,244.67
0,12,51,1,1,0,40.0,329.23
1,6,40,1,1,1,30.0,208.3
0,6,54,0,0,0,37.0,100.44
0,4,28,1,0,0,44.0,245.56
0,6,23,1,0,0,49.0,258.77
1,8,35,0,1,0,42.0,130.76
0,9,38,0,0,1,33.0,424.25
0,9,59,0,0,1,45.0,140.99
0,7,53,1,0,1,48.0,213.69
0,11,58,0,0,0,43.0,111.97
0,9,55,0,1,0,28.0,264.32
0,9,51,1,0,0,36.0,173.06
0,2,34,0,0,1,49.0,245.71
1,0,54,1,0,0,21.0,139.85
1,4,42,1,0,1,13.0,71.51
0,8,55,0,1,1,56.0,361.69
1,6,29,0,1,0,44.0,306.43
0,6,40,1,0,1,45.0,186.3
0,10,59,0,0,0,25.0,69.0
0,10,39,0,0,1,47.0,396.23
1,11,38,0,0,0,41.0,117.92
0,5,44,1,0,1,19.0,422.3
0,8,48,0,1,0,55.0,241.44
0,4,23,1,0,0,40.0,186.15
0,4,44,0,1,0,33.0,346.7
0,4,57,1,0,1,33.0,400.74
0,5,51,1,1,0,14.0,198.29
0,6,29,0,0,1,45.0,212.94
0,10,62,1,1,1,41.0,223.26
0,3,24,1,0,1,36.0,418.93
0,8,27,1,0,0,53.0,327.03
1,6,62,0,1,1,21.0,149.06
0,5,34,1,0,0,31.0,124.0
1,6,43,0,1,0,28.0,142.15
0,5,38,1,0,1,35.0,155.43
0,7,45,1,0,0,39.0,142.07
0,6,63,1,0,1,43.0,313.4
0,3,19,1,0,0,34.0,96.37
0,3,60,1,0,1,27.0,204.94
0,6,18,1,0,1,58.0,300.02
0,11,53,0,1,1,67.0,166.34
0,5,43,0,0,1,40.0,76.11
0,8,46,1,0,1,29.0,82.73
0,8,38,1,0,1,56.0,100.39
0,11,28,0,0,1,21.0,384.34
0,9,57,1,0,1,34.0,313.15
0,7,28,1,1,1,30.0,75.81
0,8,53,0,1,0,24.0,206.43
0,10,56,0,0,0,35.0,161.43
0,5,57,0,1,0,28.0,281.22
0,5,52,1,0,0,38.0,259.12
0,0,51,1,1,0,38.0,242.45
0,9,64,0,1,0,31.0,175.8
